Trial,Motor,Response,Timestamp,PID,Device Type
1,3,4,Mon Mar 31 2025 17:52:32 GMT-0400 (Eastern Daylight Time),308,overear
2,0,0,Mon Mar 31 2025 17:52:36 GMT-0400 (Eastern Daylight Time),308,overear
3,4,4,Mon Mar 31 2025 17:52:40 GMT-0400 (Eastern Daylight Time),308,overear
4,4,4,Mon Mar 31 2025 17:52:42 GMT-0400 (Eastern Daylight Time),308,overear
5,0,1,Mon Mar 31 2025 17:52:45 GMT-0400 (Eastern Daylight Time),308,overear
6,5,5,Mon Mar 31 2025 17:52:48 GMT-0400 (Eastern Daylight Time),308,overear
7,2,2,Mon Mar 31 2025 17:52:52 GMT-0400 (Eastern Daylight Time),308,overear
8,5,5,Mon Mar 31 2025 17:52:55 GMT-0400 (Eastern Daylight Time),308,overear
9,3,4,Mon Mar 31 2025 17:52:58 GMT-0400 (Eastern Daylight Time),308,overear
10,4,4,Mon Mar 31 2025 17:53:00 GMT-0400 (Eastern Daylight Time),308,overear
11,1,1,Mon Mar 31 2025 17:53:03 GMT-0400 (Eastern Daylight Time),308,overear
12,5,5,Mon Mar 31 2025 17:53:06 GMT-0400 (Eastern Daylight Time),308,overear
13,5,5,Mon Mar 31 2025 17:53:09 GMT-0400 (Eastern Daylight Time),308,overear
14,0,0,Mon Mar 31 2025 17:53:12 GMT-0400 (Eastern Daylight Time),308,overear
15,0,0,Mon Mar 31 2025 17:53:14 GMT-0400 (Eastern Daylight Time),308,overear
16,5,5,Mon Mar 31 2025 17:53:17 GMT-0400 (Eastern Daylight Time),308,overear
17,1,1,Mon Mar 31 2025 17:53:20 GMT-0400 (Eastern Daylight Time),308,overear
18,2,2,Mon Mar 31 2025 17:53:23 GMT-0400 (Eastern Daylight Time),308,overear
19,4,4,Mon Mar 31 2025 17:53:26 GMT-0400 (Eastern Daylight Time),308,overear
20,3,3,Mon Mar 31 2025 17:53:29 GMT-0400 (Eastern Daylight Time),308,overear
21,3,3,Mon Mar 31 2025 17:53:32 GMT-0400 (Eastern Daylight Time),308,overear
22,1,1,Mon Mar 31 2025 17:53:35 GMT-0400 (Eastern Daylight Time),308,overear
23,0,0,Mon Mar 31 2025 17:53:38 GMT-0400 (Eastern Daylight Time),308,overear
24,3,4,Mon Mar 31 2025 17:53:41 GMT-0400 (Eastern Daylight Time),308,overear
25,4,4,Mon Mar 31 2025 17:53:43 GMT-0400 (Eastern Daylight Time),308,overear
26,3,3,Mon Mar 31 2025 17:53:47 GMT-0400 (Eastern Daylight Time),308,overear
27,2,1,Mon Mar 31 2025 17:53:50 GMT-0400 (Eastern Daylight Time),308,overear
28,0,0,Mon Mar 31 2025 17:53:53 GMT-0400 (Eastern Daylight Time),308,overear
29,1,1,Mon Mar 31 2025 17:53:57 GMT-0400 (Eastern Daylight Time),308,overear
30,1,1,Mon Mar 31 2025 17:53:59 GMT-0400 (Eastern Daylight Time),308,overear
31,5,5,Mon Mar 31 2025 17:54:03 GMT-0400 (Eastern Daylight Time),308,overear
32,1,1,Mon Mar 31 2025 17:54:06 GMT-0400 (Eastern Daylight Time),308,overear
33,2,2,Mon Mar 31 2025 17:54:09 GMT-0400 (Eastern Daylight Time),308,overear
34,2,2,Mon Mar 31 2025 17:54:11 GMT-0400 (Eastern Daylight Time),308,overear
35,5,5,Mon Mar 31 2025 17:54:14 GMT-0400 (Eastern Daylight Time),308,overear
36,5,5,Mon Mar 31 2025 17:54:17 GMT-0400 (Eastern Daylight Time),308,overear
37,0,0,Mon Mar 31 2025 17:54:19 GMT-0400 (Eastern Daylight Time),308,overear
38,4,4,Mon Mar 31 2025 17:54:23 GMT-0400 (Eastern Daylight Time),308,overear
39,0,0,Mon Mar 31 2025 17:54:26 GMT-0400 (Eastern Daylight Time),308,overear
40,4,4,Mon Mar 31 2025 17:54:29 GMT-0400 (Eastern Daylight Time),308,overear
41,0,0,Mon Mar 31 2025 17:54:32 GMT-0400 (Eastern Daylight Time),308,overear
42,1,1,Mon Mar 31 2025 17:54:35 GMT-0400 (Eastern Daylight Time),308,overear
43,2,2,Mon Mar 31 2025 17:54:37 GMT-0400 (Eastern Daylight Time),308,overear
44,5,5,Mon Mar 31 2025 17:54:40 GMT-0400 (Eastern Daylight Time),308,overear
45,4,4,Mon Mar 31 2025 17:54:43 GMT-0400 (Eastern Daylight Time),308,overear
46,1,0,Mon Mar 31 2025 17:54:46 GMT-0400 (Eastern Daylight Time),308,overear
47,1,1,Mon Mar 31 2025 17:54:49 GMT-0400 (Eastern Daylight Time),308,overear
