Trial,Motor,Response,Timestamp,PID,Device Type
1,4,3,Sat Mar 22 2025 18:47:15 GMT-0700 (Pacific Daylight Time),162,overear
2,2,2,Sat Mar 22 2025 18:47:19 GMT-0700 (Pacific Daylight Time),162,overear
3,1,0,Sat Mar 22 2025 18:47:22 GMT-0700 (Pacific Daylight Time),162,overear
4,5,3,Sat Mar 22 2025 18:47:25 GMT-0700 (Pacific Daylight Time),162,overear
5,4,4,Sat Mar 22 2025 18:47:28 GMT-0700 (Pacific Daylight Time),162,overear
6,4,4,Sat Mar 22 2025 18:47:31 GMT-0700 (Pacific Daylight Time),162,overear
7,0,1,Sat Mar 22 2025 18:47:35 GMT-0700 (Pacific Daylight Time),162,overear
8,3,3,Sat Mar 22 2025 18:47:38 GMT-0700 (Pacific Daylight Time),162,overear
9,3,3,Sat Mar 22 2025 18:47:41 GMT-0700 (Pacific Daylight Time),162,overear
10,4,4,Sat Mar 22 2025 18:47:44 GMT-0700 (Pacific Daylight Time),162,overear
11,0,0,Sat Mar 22 2025 18:47:47 GMT-0700 (Pacific Daylight Time),162,overear
12,2,1,Sat Mar 22 2025 18:47:50 GMT-0700 (Pacific Daylight Time),162,overear
13,1,1,Sat Mar 22 2025 18:47:52 GMT-0700 (Pacific Daylight Time),162,overear
14,1,1,Sat Mar 22 2025 18:47:55 GMT-0700 (Pacific Daylight Time),162,overear
15,0,0,Sat Mar 22 2025 18:47:58 GMT-0700 (Pacific Daylight Time),162,overear
16,2,1,Sat Mar 22 2025 18:48:01 GMT-0700 (Pacific Daylight Time),162,overear
17,2,1,Sat Mar 22 2025 18:48:03 GMT-0700 (Pacific Daylight Time),162,overear
18,2,1,Sat Mar 22 2025 18:48:06 GMT-0700 (Pacific Daylight Time),162,overear
19,2,2,Sat Mar 22 2025 18:48:10 GMT-0700 (Pacific Daylight Time),162,overear
20,4,3,Sat Mar 22 2025 18:48:13 GMT-0700 (Pacific Daylight Time),162,overear
21,3,5,Sat Mar 22 2025 18:48:16 GMT-0700 (Pacific Daylight Time),162,overear
22,0,0,Sat Mar 22 2025 18:48:19 GMT-0700 (Pacific Daylight Time),162,overear
23,3,4,Sat Mar 22 2025 18:48:22 GMT-0700 (Pacific Daylight Time),162,overear
24,3,4,Sat Mar 22 2025 18:48:25 GMT-0700 (Pacific Daylight Time),162,overear
25,5,4,Sat Mar 22 2025 18:48:28 GMT-0700 (Pacific Daylight Time),162,overear
26,0,0,Sat Mar 22 2025 18:48:31 GMT-0700 (Pacific Daylight Time),162,overear
27,5,5,Sat Mar 22 2025 18:48:35 GMT-0700 (Pacific Daylight Time),162,overear
28,3,4,Sat Mar 22 2025 18:48:38 GMT-0700 (Pacific Daylight Time),162,overear
29,1,1,Sat Mar 22 2025 18:48:41 GMT-0700 (Pacific Daylight Time),162,overear
30,1,1,Sat Mar 22 2025 18:48:44 GMT-0700 (Pacific Daylight Time),162,overear
31,4,4,Sat Mar 22 2025 18:48:47 GMT-0700 (Pacific Daylight Time),162,overear
