Trial,Motor,Response,Timestamp,PID,Device Type
1,5,5,Sat Mar 22 2025 10:36:04 GMT-0700 (Pacific Daylight Time),257,overear
2,4,5,Sat Mar 22 2025 10:36:20 GMT-0700 (Pacific Daylight Time),257,overear
3,2,2,Sat Mar 22 2025 10:36:23 GMT-0700 (Pacific Daylight Time),257,overear
4,5,5,Sat Mar 22 2025 10:36:31 GMT-0700 (Pacific Daylight Time),257,overear
5,1,1,Sat Mar 22 2025 10:36:37 GMT-0700 (Pacific Daylight Time),257,overear
6,4,4,Sat Mar 22 2025 10:36:42 GMT-0700 (Pacific Daylight Time),257,overear
7,5,5,Sat Mar 22 2025 10:36:47 GMT-0700 (Pacific Daylight Time),257,overear
8,2,2,Sat Mar 22 2025 10:36:50 GMT-0700 (Pacific Daylight Time),257,overear
9,1,1,Sat Mar 22 2025 10:36:54 GMT-0700 (Pacific Daylight Time),257,overear
10,1,2,Sat Mar 22 2025 10:36:59 GMT-0700 (Pacific Daylight Time),257,overear
11,5,5,Sat Mar 22 2025 10:37:03 GMT-0700 (Pacific Daylight Time),257,overear
12,2,2,Sat Mar 22 2025 10:37:07 GMT-0700 (Pacific Daylight Time),257,overear
13,0,0,Sat Mar 22 2025 10:37:10 GMT-0700 (Pacific Daylight Time),257,overear
14,0,0,Sat Mar 22 2025 10:37:13 GMT-0700 (Pacific Daylight Time),257,overear
15,3,3,Sat Mar 22 2025 10:37:17 GMT-0700 (Pacific Daylight Time),257,overear
16,3,3,Sat Mar 22 2025 10:37:20 GMT-0700 (Pacific Daylight Time),257,overear
17,4,4,Sat Mar 22 2025 10:37:23 GMT-0700 (Pacific Daylight Time),257,overear
18,4,4,Sat Mar 22 2025 10:37:26 GMT-0700 (Pacific Daylight Time),257,overear
19,3,3,Sat Mar 22 2025 10:37:30 GMT-0700 (Pacific Daylight Time),257,overear
20,3,3,Sat Mar 22 2025 10:37:33 GMT-0700 (Pacific Daylight Time),257,overear
21,2,2,Sat Mar 22 2025 10:37:36 GMT-0700 (Pacific Daylight Time),257,overear
22,5,5,Sat Mar 22 2025 10:37:40 GMT-0700 (Pacific Daylight Time),257,overear
23,0,0,Sat Mar 22 2025 10:37:44 GMT-0700 (Pacific Daylight Time),257,overear
24,0,0,Sat Mar 22 2025 10:37:47 GMT-0700 (Pacific Daylight Time),257,overear
25,1,2,Sat Mar 22 2025 10:37:51 GMT-0700 (Pacific Daylight Time),257,overear
26,1,1,Sat Mar 22 2025 10:37:55 GMT-0700 (Pacific Daylight Time),257,overear
27,4,4,Sat Mar 22 2025 10:38:00 GMT-0700 (Pacific Daylight Time),257,overear
28,5,5,Sat Mar 22 2025 10:38:04 GMT-0700 (Pacific Daylight Time),257,overear
29,2,2,Sat Mar 22 2025 10:38:07 GMT-0700 (Pacific Daylight Time),257,overear
30,3,3,Sat Mar 22 2025 10:38:10 GMT-0700 (Pacific Daylight Time),257,overear
31,3,3,Sat Mar 22 2025 10:38:13 GMT-0700 (Pacific Daylight Time),257,overear
32,0,0,Sat Mar 22 2025 10:38:16 GMT-0700 (Pacific Daylight Time),257,overear
33,1,1,Sat Mar 22 2025 10:38:19 GMT-0700 (Pacific Daylight Time),257,overear
34,3,3,Sat Mar 22 2025 10:38:23 GMT-0700 (Pacific Daylight Time),257,overear
35,0,0,Sat Mar 22 2025 10:38:26 GMT-0700 (Pacific Daylight Time),257,overear
36,5,5,Sat Mar 22 2025 10:38:30 GMT-0700 (Pacific Daylight Time),257,overear
37,1,2,Sat Mar 22 2025 10:38:35 GMT-0700 (Pacific Daylight Time),257,overear
38,2,2,Sat Mar 22 2025 10:38:38 GMT-0700 (Pacific Daylight Time),257,overear
39,5,5,Sat Mar 22 2025 10:38:42 GMT-0700 (Pacific Daylight Time),257,overear
40,4,4,Sat Mar 22 2025 10:38:46 GMT-0700 (Pacific Daylight Time),257,overear
41,1,1,Sat Mar 22 2025 10:38:49 GMT-0700 (Pacific Daylight Time),257,overear
42,3,3,Sat Mar 22 2025 10:38:52 GMT-0700 (Pacific Daylight Time),257,overear
43,2,2,Sat Mar 22 2025 10:38:56 GMT-0700 (Pacific Daylight Time),257,overear
44,3,3,Sat Mar 22 2025 10:38:59 GMT-0700 (Pacific Daylight Time),257,overear
45,5,5,Sat Mar 22 2025 10:39:02 GMT-0700 (Pacific Daylight Time),257,overear
46,5,4,Sat Mar 22 2025 10:39:06 GMT-0700 (Pacific Daylight Time),257,overear
47,4,4,Sat Mar 22 2025 10:39:10 GMT-0700 (Pacific Daylight Time),257,overear
48,4,4,Sat Mar 22 2025 10:39:13 GMT-0700 (Pacific Daylight Time),257,overear
49,4,4,Sat Mar 22 2025 10:39:16 GMT-0700 (Pacific Daylight Time),257,overear
50,1,1,Sat Mar 22 2025 10:39:19 GMT-0700 (Pacific Daylight Time),257,overear
51,4,4,Sat Mar 22 2025 10:39:23 GMT-0700 (Pacific Daylight Time),257,overear
52,2,2,Sat Mar 22 2025 10:39:26 GMT-0700 (Pacific Daylight Time),257,overear
53,0,0,Sat Mar 22 2025 10:39:30 GMT-0700 (Pacific Daylight Time),257,overear
54,1,1,Sat Mar 22 2025 10:39:34 GMT-0700 (Pacific Daylight Time),257,overear
55,2,2,Sat Mar 22 2025 10:39:37 GMT-0700 (Pacific Daylight Time),257,overear
56,3,3,Sat Mar 22 2025 10:39:41 GMT-0700 (Pacific Daylight Time),257,overear
57,0,0,Sat Mar 22 2025 10:39:45 GMT-0700 (Pacific Daylight Time),257,overear
58,2,2,Sat Mar 22 2025 10:39:48 GMT-0700 (Pacific Daylight Time),257,overear
59,0,0,Sat Mar 22 2025 10:39:52 GMT-0700 (Pacific Daylight Time),257,overear
60,0,0,Sat Mar 22 2025 10:39:55 GMT-0700 (Pacific Daylight Time),257,overear
