Trial,Motor,Response,Timestamp,PID,Device Type
1,5,2,Tue Mar 18 2025 12:42:38 GMT-0400 (Eastern Daylight Time),1530,overear
2,2,2,Tue Mar 18 2025 12:42:48 GMT-0400 (Eastern Daylight Time),1530,overear
3,3,3,Tue Mar 18 2025 12:42:51 GMT-0400 (Eastern Daylight Time),1530,overear
4,4,4,Tue Mar 18 2025 12:42:57 GMT-0400 (Eastern Daylight Time),1530,overear
5,2,2,Tue Mar 18 2025 12:43:02 GMT-0400 (Eastern Daylight Time),1530,overear
6,2,1,Tue Mar 18 2025 12:43:10 GMT-0400 (Eastern Daylight Time),1530,overear
7,0,1,Tue Mar 18 2025 12:43:14 GMT-0400 (Eastern Daylight Time),1530,overear
8,0,0,Tue Mar 18 2025 12:43:24 GMT-0400 (Eastern Daylight Time),1530,overear
9,5,4,Tue Mar 18 2025 12:43:31 GMT-0400 (Eastern Daylight Time),1530,overear
10,0,1,Tue Mar 18 2025 12:43:37 GMT-0400 (Eastern Daylight Time),1530,overear
11,1,2,Tue Mar 18 2025 12:43:45 GMT-0400 (Eastern Daylight Time),1530,overear
12,4,3,Tue Mar 18 2025 12:43:53 GMT-0400 (Eastern Daylight Time),1530,overear
13,3,3,Tue Mar 18 2025 12:44:01 GMT-0400 (Eastern Daylight Time),1530,overear
14,3,3,Tue Mar 18 2025 12:44:05 GMT-0400 (Eastern Daylight Time),1530,overear
15,1,1,Tue Mar 18 2025 12:44:09 GMT-0400 (Eastern Daylight Time),1530,overear
16,0,0,Tue Mar 18 2025 12:44:13 GMT-0400 (Eastern Daylight Time),1530,overear
17,1,1,Tue Mar 18 2025 12:44:18 GMT-0400 (Eastern Daylight Time),1530,overear
18,0,1,Tue Mar 18 2025 12:44:21 GMT-0400 (Eastern Daylight Time),1530,overear
19,4,4,Tue Mar 18 2025 12:44:36 GMT-0400 (Eastern Daylight Time),1530,overear
20,4,4,Tue Mar 18 2025 12:44:40 GMT-0400 (Eastern Daylight Time),1530,overear
21,3,3,Tue Mar 18 2025 12:44:44 GMT-0400 (Eastern Daylight Time),1530,overear
22,4,2,Tue Mar 18 2025 12:44:53 GMT-0400 (Eastern Daylight Time),1530,overear
23,1,5,Tue Mar 18 2025 12:45:16 GMT-0400 (Eastern Daylight Time),1530,overear
24,5,5,Tue Mar 18 2025 12:45:24 GMT-0400 (Eastern Daylight Time),1530,overear
25,5,5,Tue Mar 18 2025 12:45:27 GMT-0400 (Eastern Daylight Time),1530,overear
26,1,1,Tue Mar 18 2025 12:45:33 GMT-0400 (Eastern Daylight Time),1530,overear
